Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kazakhstan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenya,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
Kosovo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,27.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Lebanon,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0
Lesotho,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
Lithuania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,24.6,0.0,16.6,0.0,11.6,10.6,9.4,11.1,0.0,0.0
Lithuania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,23.6,0.0,14.4,0.0,11.5,8.3,7.8,9.1,0.0,0.0
Lithuania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,27.0,0.0,28.1,24.0,0.0,0.0,22.0,0.0,0.0,24.1,0.0,15.5,0.0,11.6,9.5,8.6,10.1,0.0,0.0
Luxembourg,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Luxembourg,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Malawi,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
Maldives,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mali,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Mauritius,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,12.6,0.0,14.6,0.0,15.73,0.0,14.7,0.0,0.0
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,21.7,0.0,21.24,0.0,19.35,0.0,0.0
Mexico,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,8.5,0.0,10.8,0.0,10.31,0.0,0.0
Micronesia (Federated States of),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0
Mongolia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Mozambique,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Myanmar,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Namibia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Netherlands (Kingdom of the),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,2.0,0.0,0.0
New Caledonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
Nicaragua,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,23.9,0.0,0.0,0.0,0.0
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,30.2,0.0,0.0,0.0,0.0
Nigeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,35.2,0.0,0.0,0.0,0.0
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other non-specified areas in Eastern Asia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Pakistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Papua New Guinea,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0
Paraguay,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,6.03,4.87,4.04,4.04,3.92,4.6,3.6,3.9,3.7,3.15,0.0,0.0,0.0
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,3.6,3.22,3.91,4.81,5.53,5.35,4.86,4.35,3.64,3.15,2.82,2.8,3.48,2.59,2.92,2.89,2.81,0.0,0.0,0.0
Peru,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.88,2.54,2.33,1.72,1.72,2.43,1.73,2.09,2.19,2.54,0.0,0.0,0.0
Philippines,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,3.2,2.5,0.0,5.5,0.0,0.0,0.0,0.0
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Portugal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Republic of Moldova,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,0.0,0.0,0.0,0.0,20.0,0.0,0.0
Russian Federation,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
Samoa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
Sao Tome and Principe,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Senegal,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
Slovakia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Slovenia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Solomon Islands,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Spain,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Sri Lanka,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
State of Palestine,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
Sudan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Sweden,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0
Switzerland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0
Tajikistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
Timor-Leste,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
Trinidad and Tobago,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
Tunisia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Türkiye,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
